Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,favorites,user profile clicks,url clicks,hashtag clicks
6.54E+17,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @OraliaSotoRoman: #Autumn #Arboretum #Dallas #usa http://t.co/EqpXogBpx9,2016-10-20 15:41:17,3643,33,0,222,0,4,2,12,
6.54E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Video of the Day - The war on Cuba's women - http://t.co/sM6JpVK17X  #Habana #Cuba  #USA,2016-11-25 9:14:10,1610,17,2,191,1,2,6,9,
6.54E+17,"<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>",#Autumn #Arboretum #Dallas #usa http://t.co/EqpXogBpx9,2016-10-10 9:34:9,3318,41,0,255,2,2,6,12,
6.54E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",#usa #AOU #BigBillionDaysTomorrow #IsraelKillsThekids https://t.co/tjqMFFaixo,2016-09-23 16:3:48,4915,18,2,352,0,6,1,4,
6.54E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#SonHouse ~ 'Pony #Blues' (http://t.co/mOVmVmsPIo) #Chicago #Illinois #Memphis #Tennessee #Tupelo #Mississippi ""#Beadles is my Name."" #USA",2016-09-23 16:2:38,4760,24,0,113,0,10,3,4,
6.54E+17,"<a href=""http://twitcasting.tv/"" rel=""nofollow"">TwitCasting</a>","<U+591A><U+56FD><U+7C4D><U+5916><U+4EBA><U+6687><U+6F70><U+3057>
<U+30DE><U+30B8><U+6687>1000%<U+25CB><U+25CB><U+25CB><U+25CB> http://t.co/ibeltbEVOT #<U+5916><U+4EBA> #<U+6D77><U+5916> #USA #<U+30D1><U+30EA><U+30D4> #<U+6687> #<U+6B4C><U+821E><U+4F0E><U+753A>",2016-06-23 10:11:53,3401,0,1,319,0,3,4,6,
6.54E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","When you come too understand the voices of musical instruments, your entire world will be changed &amp; you'll have a better appreciation. #USA",2016-03-20 1:27:48,4989,49,2,296,2,4,4,9,
6.54E+17,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @FunFactsNews: Trump Get Ready My Friend... #DonaldTrump #trump #elchapo #MexicanVines #usa #justdoit #doitforthevine #funny http://t.co…,2016-11-05 5:18:39,3438,23,0,79,0,10,0,3,
6.54E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @OdiseoCubano: #Pinochet cometió actos de #terrorismo de Estado contra #USA pero Reagan puso en la lista de terroristas a #Cuba! https:/…,2016-06-07 11:27:32,528,22,2,75,0,6,3,16,
6.54E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @OneLadyLibra: What next for these innocent souls? Can #Saudi &amp; it's Coalition AND their enablers answer these #YemenChildren? #USA http…,2016-11-20 5:12:17,3634,38,1,432,2,7,6,14,
6.54E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @bataleh: Did you hear of  #ahmedmansrahexecution by the #nazi #Israel #UK #USA #Netherlands #Sweden #Denmark #Australia  #Indonesia #fr…,2016-02-19 4:49:19,829,10,2,315,2,8,3,13,
6.54E+17,"<a href=""http://www.DynamicTweets.com"" rel=""nofollow"">Dynamic Tweets</a>","Big Mac Pizza http://t.co/96e5wogweQ
#food  #cooking #recipes #delicious #foodrecipes #canada #Usa #deliciousfood
http://t.co/UhBLnrwLtj",2016-07-09 3:21:58,514,13,2,259,2,3,5,11,
